event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),product_name,category,city,campaign_name,start_date,end_date,revenue_before,revenue_after,quantity_change,revenue_change
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Coimbatore,Diwali,12-11-2023,18-11-2023,5555,4895,-12,-660
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru,Sankranti,10-01-2024,16-01-2024,152810,407740,689,254930
0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru,Sankranti,10-01-2024,16-01-2024,387860,527180,162,139320
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai,Diwali,12-11-2023,18-11-2023,4400,3850,-10,-550
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru,Diwali,12-11-2023,18-11-2023,34300,130200,274,95900
8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,Atliq_Double_Bedsheet_set,Home Care,Mangalore,Diwali,12-11-2023,18-11-2023,34510,119000,71,84490
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Coimbatore,Sankranti,10-01-2024,16-01-2024,131350,557960,1153,426610
6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Vijayawada,Sankranti,10-01-2024,16-01-2024,4750,6650,10,1900
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,14110,11620,-6,-2490
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,Atliq_Fusion_Container_Set_of_3,Home Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,7470,5810,-4,-1660
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,20300,51800,90,31500
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,Atliq_Fusion_Container_Set_of_3,Home Care,Madurai,Diwali,12-11-2023,18-11-2023,29050,26145,-7,-2905
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,8550,13870,28,5320
461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Trivandrum,Diwali,12-11-2023,18-11-2023,4620,6050,13,1430
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,Atliq_Suflower_Oil (1L),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,71600,282000,1052,210400
207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,3224,4650,23,1426
ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Coimbatore,Diwali,12-11-2023,18-11-2023,12540,19380,36,6840
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,1400,1050,-7,-350
2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru,Sankranti,10-01-2024,16-01-2024,387000,545240,184,158240
a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Coimbatore,Diwali,12-11-2023,18-11-2023,5330,7930,40,2600
18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Mysuru,Diwali,12-11-2023,18-11-2023,339700,611460,316,271760
608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai,Sankranti,10-01-2024,16-01-2024,366000,1026000,220,660000
edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,7735,10010,35,2275
ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,7378,8556,19,1178
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru,Sankranti,10-01-2024,16-01-2024,32900,129850,277,96950
e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,Atliq_Home_Essential_8_Product_Combo,Combo1,Chennai,Diwali,12-11-2023,18-11-2023,948000,2577000,543,1629000
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,Atliq_Curtains,Home Care,Madurai,Diwali,12-11-2023,18-11-2023,14100,47100,110,33000
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,Atliq_Fusion_Container_Set_of_3,Home Care,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,13695,11205,-6,-2490
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,Atliq_Fusion_Container_Set_of_3,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,41085,36105,-12,-4980
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,800,650,-3,-150
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,8550,13680,27,5130
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,Atliq_waterproof_Immersion_Rod,Home Appliances,Chennai,Sankranti,10-01-2024,16-01-2024,107100,415140,302,308040
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,350880,543520,224,192640
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,Atliq_Double_Bedsheet_set,Home Care,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,32130,127330,80,95200
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,Atliq_Suflower_Oil (1L),Grocery & Staples,Chennai,Diwali,12-11-2023,18-11-2023,52104,40560,-74,-11544
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Coimbatore,Sankranti,10-01-2024,16-01-2024,135790,526510,1056,390720
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,1045,825,-4,-220
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Hyderabad,Diwali,12-11-2023,18-11-2023,315620,516860,234,201240
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Hyderabad,Sankranti,10-01-2024,16-01-2024,152440,597550,1203,445110
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,301860,452360,175,150500
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,Atliq_Masoor_Dal (1KG),Grocery & Staples,Coimbatore,Diwali,12-11-2023,18-11-2023,32680,53836,123,21156
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,Atliq_waterproof_Immersion_Rod,Home Appliances,Vijayawada,Diwali,12-11-2023,18-11-2023,24480,81600,56,57120
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Chennai,Sankranti,10-01-2024,16-01-2024,2000,1650,-7,-350
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,Atliq_Suflower_Oil (1L),Grocery & Staples,Hyderabad,Diwali,12-11-2023,18-11-2023,53196,51012,-14,-2184
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Hyderabad,Diwali,12-11-2023,18-11-2023,5830,5555,-5,-275
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,Atliq_Masoor_Dal (1KG),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,44032,61576,102,17544
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,Atliq_Masoor_Dal (1KG),Grocery & Staples,Bengaluru,Sankranti,10-01-2024,16-01-2024,47644,66564,110,18920
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,5320,5890,3,570
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,288960,496220,241,207260
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,Atliq_Double_Bedsheet_set,Home Care,Mysuru,Diwali,12-11-2023,18-11-2023,55930,218960,137,163030
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Hyderabad,Sankranti,10-01-2024,16-01-2024,510840,704340,225,193500
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Coimbatore,Diwali,12-11-2023,18-11-2023,6490,7590,10,1100
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,2000,1650,-7,-350
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,Atliq_Home_Essential_8_Product_Combo,Combo1,Madurai,Diwali,12-11-2023,18-11-2023,945000,2928000,661,1983000
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,9310,12920,19,3610
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Hyderabad,Sankranti,10-01-2024,16-01-2024,152440,597550,1203,445110
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Hyderabad,Diwali,12-11-2023,18-11-2023,109040,104400,-16,-4640
d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Madurai,Sankranti,10-01-2024,16-01-2024,2790,3286,8,496
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Mysuru,Diwali,12-11-2023,18-11-2023,25550,98700,209,73150
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Vijayawada,Diwali,12-11-2023,18-11-2023,3080,2970,-2,-110
b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,Atliq_Masoor_Dal (1KG),Grocery & Staples,Trivandrum,Diwali,12-11-2023,18-11-2023,25284,36808,67,11524
191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Mysuru,Diwali,12-11-2023,18-11-2023,6695,7085,6,390
15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Chennai,Sankranti,10-01-2024,16-01-2024,3596,4030,7,434
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,Atliq_Masoor_Dal (1KG),Grocery & Staples,Coimbatore,Sankranti,10-01-2024,16-01-2024,29068,35432,37,6364
18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Mangalore,Diwali,12-11-2023,18-11-2023,3965,4420,7,455
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai,Sankranti,10-01-2024,16-01-2024,393020,471280,91,78260
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Visakhapatnam,Diwali,12-11-2023,18-11-2023,73950,56840,-59,-17110
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,Atliq_Fusion_Container_Set_of_3,Home Care,Coimbatore,Diwali,12-11-2023,18-11-2023,23655,18260,-13,-5395
d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,Atliq_Double_Bedsheet_set,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,53550,180880,107,127330
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Visakhapatnam,Diwali,12-11-2023,18-11-2023,16450,56350,114,39900
0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,332820,455800,143,122980
d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,9165,10205,16,1040
d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,Atliq_Curtains,Home Care,Mysuru,Diwali,12-11-2023,18-11-2023,17700,69900,174,52200
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Madurai,Diwali,12-11-2023,18-11-2023,3520,3190,-6,-330
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,7410,10450,16,3040
2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Mysuru,Diwali,12-11-2023,18-11-2023,7700,9570,17,1870
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Visakhapatnam,Diwali,12-11-2023,18-11-2023,73080,56840,-56,-16240
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Coimbatore,Diwali,12-11-2023,18-11-2023,14700,44800,86,30100
61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,11970,15390,18,3420
bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai,Diwali,12-11-2023,18-11-2023,34572,52460,104,17888
2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Chennai,Sankranti,10-01-2024,16-01-2024,6460,7410,5,950
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,Atliq_Suflower_Oil (1L),Grocery & Staples,Madurai,Sankranti,10-01-2024,16-01-2024,51000,201800,754,150800
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,Atliq_Suflower_Oil (1L),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,60840,48048,-82,-12792
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Chennai,Diwali,12-11-2023,18-11-2023,6985,5995,-18,-990
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,1320,1045,-5,-275
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Hyderabad,Diwali,12-11-2023,18-11-2023,6050,4730,-24,-1320
60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,Atliq_Double_Bedsheet_set,Home Care,Hyderabad,Diwali,12-11-2023,18-11-2023,74970,247520,145,172550
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,Atliq_Fusion_Container_Set_of_3,Home Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,11205,9130,-5,-2075
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,Atliq_Masoor_Dal (1KG),Grocery & Staples,Madurai,Sankranti,10-01-2024,16-01-2024,36808,45924,53,9116
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,307880,461820,179,153940
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Visakhapatnam,Diwali,12-11-2023,18-11-2023,58290,50460,-27,-7830
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,Atliq_Suflower_Oil (1L),Grocery & Staples,Mysuru,Diwali,12-11-2023,18-11-2023,46956,41184,-37,-5772
fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Mysuru,Sankranti,10-01-2024,16-01-2024,4092,5704,26,1612
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru,Sankranti,10-01-2024,16-01-2024,41300,159250,337,117950
4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,3534,5580,33,2046
e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,Atliq_Home_Essential_8_Product_Combo,Combo1,Hyderabad,Diwali,12-11-2023,18-11-2023,1071000,3138000,689,2067000
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,Atliq_Fusion_Container_Set_of_3,Home Care,Bengaluru,Diwali,12-11-2023,18-11-2023,38180,33615,-11,-4565
f35446,STTRV-0,CAMP_DIW_01,P09,110,50% OFF,33,43,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Trivandrum,Diwali,12-11-2023,18-11-2023,3630,4730,10,1100
4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,Atliq_Double_Bedsheet_set,Home Care,Bengaluru,Diwali,12-11-2023,18-11-2023,58310,221340,137,163030
9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Hyderabad,Diwali,12-11-2023,18-11-2023,15200,23560,44,8360
b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,Atliq_Curtains,Home Care,Bengaluru,Diwali,12-11-2023,18-11-2023,16800,58800,140,42000
950a84,STBLR-9,CAMP_SAN_01,P11,190,50% OFF,52,73,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Sankranti,10-01-2024,16-01-2024,9880,13870,21,3990
686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,Atliq_waterproof_Immersion_Rod,Home Appliances,Bengaluru,Sankranti,10-01-2024,16-01-2024,86700,357000,265,270300
f0500d,STCHE-6,CAMP_DIW_01,P09,110,50% OFF,66,82,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Chennai,Diwali,12-11-2023,18-11-2023,7260,9020,16,1760
c16abb,STCHE-7,CAMP_SAN_01,P08,1190,BOGOF,42,186,Atliq_Double_Bedsheet_set,Home Care,Chennai,Sankranti,10-01-2024,16-01-2024,49980,221340,144,171360
581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Madurai,Sankranti,10-01-2024,16-01-2024,31500,129850,281,98350
36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Madurai,Sankranti,10-01-2024,16-01-2024,248540,347440,115,98900
f8a417,STCBE-4,CAMP_SAN_01,P12,62,50% OFF,37,53,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,2294,3286,16,992
400cab,STCHE-4,CAMP_SAN_01,P02,860,33% OFF,642,918,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,Chennai,Sankranti,10-01-2024,16-01-2024,552120,789480,276,237360
ef7122,STMLR-1,CAMP_DIW_01,P15,3000,500 Cashback,211,614,Atliq_Home_Essential_8_Product_Combo,Combo1,Mangalore,Diwali,12-11-2023,18-11-2023,633000,1842000,403,1209000
66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,6695,10400,57,3705
5bbf38,STBLR-0,CAMP_DIW_01,P09,110,50% OFF,78,104,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,8580,11440,26,2860
e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,29750,75250,130,45500
3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Coimbatore,Diwali,12-11-2023,18-11-2023,73080,65540,-26,-7540
98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Mangalore,Sankranti,10-01-2024,16-01-2024,24500,98350,211,73850
60229b,STCBE-3,CAMP_DIW_01,P01,172,33% OFF,241,404,Atliq_Masoor_Dal (1KG),Grocery & Staples,Coimbatore,Diwali,12-11-2023,18-11-2023,41452,69488,163,28036
35a25f,STBLR-9,CAMP_DIW_01,P11,190,50% OFF,75,98,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Bengaluru,Diwali,12-11-2023,18-11-2023,14250,18620,23,4370
4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Bengaluru,Diwali,12-11-2023,18-11-2023,90190,88160,-7,-2030
4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,Mangalore,Diwali,12-11-2023,18-11-2023,50750,43500,-25,-7250
5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Trivandrum,Sankranti,10-01-2024,16-01-2024,660,605,-1,-55
0f8686,STVSK-0,CAMP_SAN_01,P07,300,BOGOF,24,92,Atliq_Curtains,Home Care,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,7200,27600,68,20400
c092d4,STBLR-4,CAMP_DIW_01,P07,300,BOGOF,70,243,Atliq_Curtains,Home Care,Bengaluru,Diwali,12-11-2023,18-11-2023,21000,72900,173,51900
24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru,Sankranti,10-01-2024,16-01-2024,38850,101500,179,62650
8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,BOGOF,33,129,Atliq_Double_Bedsheet_set,Home Care,Coimbatore,Diwali,12-11-2023,18-11-2023,39270,153510,96,114240
ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,Atliq_Fusion_Container_Set_of_3,Home Care,Chennai,Sankranti,10-01-2024,16-01-2024,10375,9130,-3,-1245
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,25% OFF,22,18,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,Coimbatore,Sankranti,10-01-2024,16-01-2024,1100,900,-4,-200
dafaa4,STVJD-1,CAMP_SAN_01,P05,55,25% OFF,13,9,Atliq_Scrub_Sponge_For_Dishwash,Home Care,Vijayawada,Sankranti,10-01-2024,16-01-2024,715,495,-4,-220
4f757f,STMYS-1,CAMP_SAN_01,P13,350,BOGOF,129,540,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Mysuru,Sankranti,10-01-2024,16-01-2024,45150,189000,411,143850
0894b7,STCHE-3,CAMP_SAN_01,P08,1190,BOGOF,46,203,Atliq_Double_Bedsheet_set,Home Care,Chennai,Sankranti,10-01-2024,16-01-2024,54740,241570,157,186830
a80b87,STVSK-0,CAMP_DIW_01,P11,190,50% OFF,49,76,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,Visakhapatnam,Diwali,12-11-2023,18-11-2023,9310,14440,27,5130
3f9b4d,STHYD-5,CAMP_SAN_01,P09,90,25% OFF,66,62,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,Hyderabad,Sankranti,10-01-2024,16-01-2024,5940,5580,-4,-360
6ed2f5,STBLR-4,CAMP_DIW_01,P13,350,BOGOF,84,285,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,Bengaluru,Diwali,12-11-2023,18-11-2023,29400,99750,201,70350
